id,text,Majority_Label,label
13302,كلنا مع زوج مبغينش رجال بغين قواد برد قلب لي معندوش غير على بلادو ومراتو ولادو  راه مشات رجلة,1.0,Verbal abuse
13303,خصك اعدام الحشرة الناس ديال سوس بزاف عليك لله امسخك كيما مسختي تزرزيت,1.0,Verbal abuse
13304,اكيد  قصدك حمار بنقط وحمار   زعيم,1.0,Verbal abuse
13305,وانت مالك اش حرق؛شطاطتك بقات فيك سير تزوج بيها وهنينا,1.0,Verbal abuse
13306,"انا  ماشي  بنت 
أنا   ولد  كندير  الماكياج  
ههه
حلل  وناقش",1.0,not offensive
13307,الله يعطيك حبة في زك هدا ما نقولك,1.0,Verbal abuse
13308,الحمد لله على إستبعاد هذا المشجع على اللواط,1.0,not offensive
13309,اللاجئون يمثلون ثقلا على اوروبا مثل الكابوس الليلى .,1.0,not offensive
13310,"الله يرضي عليك دريس شحتان المدير تاع قناه شوف تيفي على الاخبار التافهة ديالك راك طوب في القمة
نمشي نتصنط لشيخات حسن 😂😂😂",1.0,not offensive
13311,خويا دير قناة ديال ضحك او كفاش كدوز انهارك راه انعونوك اخويا انخلي ليعونك لاهما فيك انت ولا دوك حزقات البعككات ولهتى تنجح ليك غير جرب اختك ليلى😊😊😊😊😊😊😊😊😊😊,1.0,Misogyny
13312,وا خليفتاااه !!,1.0,not offensive
13313,بارك الله فيك ، ذكرهم مما مضى ،لان الظاهر ان هذا الشعب خرف,1.0,not offensive
13314,هذا المسوّس سيكون مصيره مثل الطغاة أمثاله,1.0,not offensive
13316,لماذا حظرتم تعليقي يا جزيرة... كان الاولى بكم حظر تعليق الشخص لما كتبه في مصاب هذه النسوة...,1.0,not offensive
13317,اويلي اش هاد المستوى والعناوين المنحطة ياصحافة الويل والعار يخ,1.0,Verbal abuse
13318,بنادم كين الي ماعارفش وقيلا الدعارة واحد قال ليه ما بقيتيش تقدر تخرج في راحتك واحد قال ليه البنات ما لبساش مزيان وكيقولو سبب الدعارة هما البنات والرجال فين نساو راسهم البنات راه لقاو الطلب كين كون لي لقى شي بنت عريانة يغطيها ما تخرج الدعارة مثل الخمر كين الي كيبيعو أو كين الي كيشربه وكل شيء ويل والله يهدي الجميع,1.0,not offensive
13319,@User.IDX <url> y4. ألعنكم. الله من معد ومذيع. ي قناة الخنزيرة. وألعن حمد ال ثاني معكم. ولا اَي خبر. عن مظاهرات. ف تركيا. ,1.0,Verbal abuse
13320,فحال هكا الممسوخة تنا مقلوبة  كروم ديالك علينا خاف من الله  تنا الله يهديك,1.0,Verbal abuse
13321,اشنو هاد قلة الآداب وقلة الاحترام الله يمسخكم حشمتو بالمغاربة تفو لا دين لا  ملة,1.0,Verbal abuse
13322,@User.IDX أعداء الشعوب والمتمسكين بكراسي السلطة هؤلاء هم واقفون خلف حفتر العميل ,1.0,not offensive
13323,@User.IDX شاهد آخر على أن الملالي لايبالون بسفك دما الشيعه <url> ,1.0,religion_off
13324,"لازم يميزون باسمائهم ويتنظمون تحت لواء هادي بول بوت, ويسمون(الحمير الحمر المستنفره)لانه مايخون في هذه الظروف الا حمار كبير.",1.0,Verbal abuse
13325,دول الخليج مع قطر ومع حقها في تنظيم كأس العالم ماعدا  جارة دولة واحدة للاسف تنفق المليارات في مصر وفي ليبيا من اجل كبت ثورات الحريةوالتحرر,1.0,not offensive
13326,@User.IDX الجدع ده مش عارف بيجيب الكذب ده منين وكيف بيخترع كذب وعارف انه كذب وعارف ان محدش هيصدقه وبرضو بيكذب ,1.0,not offensive
13327,تعليقي موجه للفاشلين الذين يرمون بمشاكل العالم العربي على سايكس بيكو وكأننا الوحيدون في التاريخ الذين تعرضنا للاحتلال. ألم تتقسم ألمانيا إلى نصفين وتم احتلالها من قبل 4 دول قبل 70 سنة لكنهم لم يجلسوا يتباكون بل غيروا واقعهم إلى الأفضل والآن ألمانيا هي قلب أوربا واقوى اقتصاد فيها. توقف عن التذمر وقم بالتغير. ,1.0,not offensive
13328,قطر مع السعودية لإعادة استقرار اليمن..هل يا ترى بالقصف ّّّ حرب خاسرة بصراحة و خطيرة و أتمنى أن تخرج قطر من هذا التحالف فورا.,1.0,not offensive
13329,سيرو عند قنوات تيدمرو  باش يطلعو عندهوم محتوى زوين علمو ناس صنعة وراوهوم كيفاش ينجحو مشارعهوم غادين عند وجه الحبس,1.0,not offensive
13330,💖💖💖مبروك عليكم 💖💖💖 عقوبا الدرية الصالحة  ان شاء الله ربي يطول في عمركم. اختك من الجزائر💖💖💖,1.0,not offensive
13331,"فييييييينكم العيالات القادات😱 معاكم (ام إسلام👨‍👩‍👧 )😍 شكون فكم لآلة ومولاتي 🧏‍♀️ لي تقدر تعاون راجلها وولياداتها على الزمان💪في ضل هاذ الازمة ديال كورونا💄 حبستي من الخدمة ملقيتيش مدخول أجي أختي سوا كنتي طالبة او ربة بيت او موضفة وبغيتي تزيدي💅🏻 في المدخول ولكين متقدريش تخرجي أنا نقول ليك كفاش🥰 غير من دارك 🏠وسط وليداتك 👨‍👩‍👧‍👦تقدري يالاه اختي اش كتسناي كليكي هنا ودخلي تفهمي الخدمة استعمل هذا الرابط للانضمام إلى مجموعتي في واتسابh
https://chat.whatsapp.com/KK2LUQFozdqJuiFfoWNDT9",1.0,not offensive
13332,ترمتها اكبر من مستقبلي,1.0,Misogyny
13333,أحسن تعليق قرأته اعداء الشعب السوري يقتتلون فيما بينهم المجاميع الارهابية تخوض حروب وذبح ضد بعضها بعض والان ضد من صنعها ومولها فلا خيار لهم إلا القتال حتى فناء,1.0,religion_off
13334,مال  هادي   كتسحاب  راسها  مريكانية  هنا  كيبين  على  كيف رباوها  واليديها,1.0,Racism
13335,صراحه الواحد طفش من قصة الطائفية بدي اقولها لكل طائفي ولكل عنصري وعلى شحم الله يلعن واللع ياخذ كل واحد عنصري او طائفي لانهم خربو سمعة المسلمين سمعة المسلمين صارت زي الزبالة ,1.0,Racism
13336,ماشي بنت هذي راه غرائزها (جيناتها) راجل لكن الجسد ديالها امرأة خاصها تاكل الهرمونات و تعمل رياضة ! أما عن المخدرات لا منفعة لهم فقط تظهر الضعف!  تقبل نفسك كما أنت و عش حياتك كما أنت هذه هي مدرسة الحياة.,1.0,not offensive
13337,@User.IDX هؤلاء أوساخ العسكر وحثالة البشر... ينبحون ويمجدون الظالمين في كل مكان وزمان... ويسبون الأحرار في الإعلام القطري العملاق... فلا نامت أعين الجبناء ,1.0,Verbal abuse
13338,غزا فيك الله ينعلها قعيدة تعلمتوا كتبارطاجي تلاجة ديالك .و شنو عنقولوا في العناوين لي كديري الله يمسخك صبا صبا,1.0,Verbal abuse
13339,اتمنى ان يقوم ابن الشارخ بمداخلة لنرى هل هو اليوم مع داعش؟ او مع تركيا؟ او ربما مع كليهما ؟!!,1.0,religion_off
13340,"إسأل رئيسك المنكلب الى شعبه ودينه لماذا لا يستطيع إخراج جثامين الأف من الجيش   المصري مدفونين ( أحياء) جماعياً في سيناء ؟؟؟

قال حررها قال",1.0,religion_off
13341,علاش بالضبط جاي لكازا سير لمراكش,1.0,not offensive
13342,"""@User.IDX على قناة نظام قطر الآن... عزمي بشارة يدرس والموز محور الحديث!!!!! عزمي يقول """"ادرس بهائم""""!!! #امجد_طه <url> """,1.0,not offensive
13343,الله يعطيك الذل الموسخة,1.0,Verbal abuse
13344,رئيس حزب الكردي غبي جدا  الفائز 258 مقعد لا تستطيع تشكيل حكومة هو يريد الادارة الحكومة ب 80 مقعد باين كيف قادر بادارة الدولة .,1.0,not offensive
13345,قال رسول الله صلى الله عليه وسلم الابتسامة في وجه أخيك صدقة فما بمساعدة أخيك ساعديني بإشتراك حفظكم الله ورعاكم مرحبا بيك اختي الكريمة الله يحفظك خويا عملي ابوني فلقنات,1.0,not offensive
13346,دولة عربية تعلن عن بناء أكبر معبد هندوسي من أجل راحة الهنود بينما هؤلاء من عرب ومسلمين لا ترضى أن تستقبل منهم ولو لاجيء واحد...فعلا إسلام آخر الزمان,1.0,Racism
13347,المالات واظحة فهو تعدى على القانون الدولى والذى عليه اسست الجمعية الاممية لا تدخل بالشعوب من الاحتلال الخارجى والنتيجة كمايكونون يولىعليهم لا نتمىامين,1.0,not offensive
13348,وين دول الخليج الجربانة و متخمه بالاموال تسسقبل اللاجئين؟ و الا الفلوس بس للسلاح و القتل؟ و الله البصق على ملوك و أمراء دول الخليج حرام لانه البصقة ممكن تتنجس منهم. لا حول ولا قوة الا بالله.,1.0,Racism
13349,لاحول ولاقوة إلا بالله حسبي الله ونعم الوكيل فيك ياحوثي وعفاش الله ينتقم منكم ,1.0,not offensive
13350,"اولا البنت المغربية قبل ما دخل المطبخ كتربط شعرها بمنديل او شبكة الشعر 
ثانيا ضروري من التابلية او التخميلة ماشي عصرا ترمتها 
ثالثا لما كنجفو الكوزينة كنجفو من الداخل للخارج ماشي العكس انتي معفونة  
ثالثا كل المغربيات حتى الموظفات كيعرفو يجفو ويطيبو بلا ما يعصرو ترمتهم امام ملاييين الرجااال ",1.0,Verbal abuse
13351,بلطجي وقاتل وليس زعيم وهو من نفس طائفه سفاح رابعه السيكوباتي في مصر,1.0,Verbal abuse
13352,"تفو شوهتو بينا 😟😟😟😟😟 
اللهم ان هذا منكر",1.0,Verbal abuse
13353,اللهم لا تحرم الجنة لكل من دعمني اناختكم بنت الشعب تنضرب تمارة بالحلال  وبغيت نتعاون مع الزمان بهاد القناة اللي فرحني بابوني وفعل الجرس  الله يفرحو ويوقف معاه دنيا واخرة🙏🙇‍♀️,1.0,not offensive
13354,إن كان الشيعة حقاً إخوة للسنة كما يدعون فلماذا إذن لا يتركون المذهب الشيعي و يعتنقون السني ؟ :),1.0,religion_off
13355,@User.IDX حسبي الله عليك يا سيسي كيفما تكونوا يولى عليكم ,1.0,not offensive
13356,حتى هي غلطات الله يهديكم دير علاقة مع واحد متزوج وتعاشرو وتنعس امعاه بلا عقد زواج راه بلا منزوقو هاديك سميتها زنا وكنتمنى متبقاوش منزوقو الحرام باش يصبح عادة ارتكبت خطأ وكدفع التمن ديالو كان اعليها تخدم المنطق ومتغرش بالسيارة والمنصب والمال لأن الي كيتبنى أعلى باطل لا يباركه آلله سبحانه وتعالى وهدا درس للجميع الفتيات الي كيتأترو بالطمع والمال وغيرو فنهايته كتكون صادمة كيما احصل دابا احسن حاجة العفة في الشرف والقناعة في المال ورضا آلله اهم من مال فيه طمع وشرف فيه زنا وآلله يفك سراحها وكنتمنى تعتبرو درس وتستافد منو لأن عمر علاقة تنجح ايلا مكانش راضي اعليها الله,1.0,not offensive
13357,"هذا والتغير مع كل مستجد ومتغير!!
ولا نفهم النفاق الذي بلغه ءال سعود!ومن معهم هناك!!!يستضفون كل مجرم من امثال بن علي وشفيق و...",1.0,Racism
13358,اش هاد وجوه الحبس لي تيهدروا تفو راه راجل حتا هوا تيدير الدعارة,1.0,Verbal abuse
13359,سير الله يعطيك مصيبة خرجتو على البلاد,1.0,Verbal abuse
13360,زعمة ادة ما كوزتي شني غادية تخسر  وستري راسك ادة بغيتي الناس توقف معك  وداك الراجل عندك مسكين باينة فيه مبعبع الله ينعل شيطان,1.0,Misogyny
13361,5:07 ...........5:15    اش هاد المرض,1.0,not offensive
13362,مسكين ممرتاحش باينا والله افضحك يا المجرم,1.0,not offensive
13363,فيلم هندي هدا  مالك البنت كتناقدي غير بوحدك  كنت مع صحابو في لوطيل شوية مشيتو البيت وقلتي بانك كيتسحابلك مع صحابو الله اعطك الصحة,1.0,Misogyny
13364,خريتي مني خسرتي هضرة,1.0,Verbal abuse
13365,باز دنيا عليما سير انت ويها لحبس,1.0,Verbal abuse
13366,بغيت لك الغرق اللي يقلب سليبك يلقاه خانز عوض متجفي والكاميرا وراك ديريها قدامك كن مكانتش عندك نية خامجة بحالك,1.0,Verbal abuse
13367,لي فهمت هو انها فقيرة بنت البرارك وتزوجات بواحد لاباس عليه عندو الفيلل ولابيسين ولكن معندوش ماكينة الصابون هههههههههههههههههه,1.0,Misogyny
13368,ونعم بالبقاع أهل الدين والجهاد والتجارة لهم في كل سهم نصيب . وما عليكم من نباح الروافض وإخوانهم .,1.0,not offensive
13369,يعطيك العذاب شديد,1.0,Verbal abuse
13370,حرام وكفر بالله اكبر الى النار جهنم وبئس المصير,1.0,not offensive
13371,..هاد daily buzz او حوايج أخرى  كانت نتيجة أفكار  أو جهود كبيرة لغرض الإفادة او الترفيه الهادف......لكن مع دخول اليوتيوب  للدول العربية  المقهورة فكريا ، ولات  الناس كتقلد اوروبا  في السلبيات  إلي لا علاقة لها بالدين او التقاليد ديالنا.....اصحاب هاد القنات الي خلاو هاد السيدة  تقول كلام  موسخ  واش واخدين الحصانة من  الدولة؟؟؟؟؟ واش ماخافوش من الناس ادعيهوم؟؟؟؟ اولى حتا حنا عندنا حرية التعبير  ديال الكلب Macron الي كيعادي الرسول عليه الصلاة و السلام؟؟؟؟؟ واش هاد السيدة خدات ضمانات  من شي جهة انها غير تكلم اوتقول إلي بغات!!!!!!!.........هنا فاش كتبان نتيجة التعليم المفقود في المغرب  او ضاهرة الكلاخ  الرهيب  إلي كيعرف المغرب...... مكلومش لمغاربة  ولكن كنلوم إلي  مقاموش  بالخدمة ديالهوم = حكومات  عقيمة مسيرة........الى بقاو وسائل التواصل الاجتماعي  غاديين في هاد التفاهات المغرب غيولي  في خبر كان!!!!!!....... شكون إلي اعطا الحق لهاد الحتالات اجيبوا ناس مراض اخصروا الهضرة ؟؟؟؟ هاد لمريضة إلي حالة فمها  راه بحالها إلي كيخرجوا على الترابي ديال وليداتنا........نهار جات 2M جاو الموسلسلات ديال لعرى.....او من تما ولى لحيا كيمشي......... اودبا جات Trax  اولي بحالها  اكملو  المهمة  ديالهم.......عما قريب لن استغرب  من ضهور افلام او برانكات  مغربية ديال البورنو  حشاكم  و اعزكم الله.........,1.0,not offensive
13372,"حينما يكف الشيعة عن ترديد ""لبيك يا حسين"" و السنة عن ترديد ""لبيك يا محمد"" ويبداء الطرفين بترديد ""لبيك يا عراق"" فسنبداء مشوار التحرر",1.0,not offensive
13373,حيت وجهك خايب بزاف،  عليها عرتي مؤ خرتك، ولكن الزين كيحشم عل زينو.,1.0,Misogyny
13374,انا هادي عجبتني فيها شوف تيفي... وايني محامي مطور.... زعمه راك راجل قانون.... انا مع لبنت ليلى و مع أي مرأة كوني ام... بحال هاد رجال خاصهم إعدام... بكل احتراماتي لي رجال الي عندهم خوف من الله على بنات ناس. تحياتي ليكم,1.0,not offensive
13375,@User.IDX تفعل عندما تقطع دابر الحمدين الحمارين الكذابين وأذنابهم و مرتزقتهم المشردين في قناة الجزيرة و حاكمهم عزمي الإسرائيلي ,1.0,Verbal abuse
13376,نعم خونة وعملاءوموتىبغيظك وعملاء السعودية,1.0,Racism
13377,"اليس من الغباء ان يفقد حياته مقابل جروح متوسطة ، يبدو ان لا قيمة للحياة لدينا "" نحن لا نعرف كيف نصنع الحياة فنتمنى بالموت""",1.0,not offensive
13378,"هذا كله هراء وكذب, الخبر بثته الديليميل وهو في الحقيقة 200 جنود بشار، ويمكنك قراءة الخبر على الديليميل نفسها لتتأكد منه",1.0,not offensive
13379,@User.IDX يا قطر، يا قناة الجزيرة، يا عزمي بشارة يا زلمات الجزيرة، يا فلسطينيين الجزيرة، يا مصريين الجزيرة يا سوريين الجزيرة يا جزائريين الجزيرة يا عراقيين الجزيرة، يا اخوان مسلمين، موضوع وفِي الكويت وبين كويتيين، لا علاقة لكم به ,1.0,not offensive
13380,"اجيو نتاحدو كاملين نقاطعو هاد شوف tv  قنات غير د زوامل و الدعارة و الفضايح اجيو نقاطعهوم لي متافق معيا يدير جيم👍
اداعة الدعارة و الفحشاء و المنكر 
اجيو نغيرو هاد المنكر ولو بالقليل 
اداعة ولات كتنشر الداعارة بطريقة مباشيرة",1.0,Verbal abuse
13381,ايران لا تريد تحرير أرض فلسطين، ايران تريد تغيير دين فلطسين.,1.0,not offensive
13382,لا بيشمركه ولا يزيديه ولا تحالف صليبي معهم يستطيعون اخذ شبر من أرض الاسلام كما يقول المجاهدون كلنا خلف قادتنا النصر أو الشهاده والدوله الاسلاميه لها النصر والشهاده.,1.0,not offensive
13383,انا فبلاصتك بنجبد الزرواطة باق بربلاق حيت القانون مطاينش الاعدام مكاينش داكشي علاش والسجن تمرة ليخص تكون فيه مكايناش احكي السجين خاص حقوق بلاصت مايكون الموجز والاساتدة ليتضربو,1.0,Verbal abuse
13384,سير الله ايسر عليك ا مصطفة الله ايبارك ليك في الزوجة ديالك عوضها اخويا مصطفى على ما فات الله ارزقكم الدرية الصالحة,1.0,not offensive
13385,اتفقا دب الابيض مع اخيه الادب الاسود ومن معهما من العبيد فيا الشرق والغرب علي اعا دة بشار,1.0,Racism
13386,ﻻحول و لا قوة الا بالله العلي العظيم اللهم أهلك السيسي واعوانه يارب,1.0,not offensive
13387,الجيش العراقي كله ساقط .,1.0,Racism
13388,تفو على إمرة شكلها يخوف.  يمكن كتشرب وتكمي,1.0,Misogyny
13389,شوف هاد شلح تفو . فين توصل لمرة الحامض 😠😠,1.0,Racism
13390,لو ابقى التحالف هتلر في الحكم لبقي مجرم الحرب يشار الاسد في حكم سوريا وامله كمثل امل ابليس في الجنه,1.0,not offensive
13391,علم 55%راح يتجاهلون تعليقي الله إرزق أمك الجنة إعمل الاشتراك,1.0,not offensive
13392,ديز لايك اكبر من لايك,1.0,not offensive
13393,اللهم اغرق فعون مصر الجديد وجيشه اللعين,1.0,Verbal abuse
13394,لا حول ولا قوة الا بالله العلي العظيم واتوب اليه. واش هذاك راجلك او نعجة سرقاها من مها. اللهم لا شماتة,1.0,Verbal abuse
13395,@User.IDX العدو القطري وموزه الأفعى صاحبة الفتنه لن ترضى حتى تتمزق السودان ويتحقق هدف السفاح العثماني والاسرائيلي ,1.0,not offensive
13396,نكون هبيل ولا نكون حمق ولا راجل... 😁😁😁😁,1.0,not offensive
13397,عنجد مسخرة عنا قدرة فظيعة لنركب ميت فلم و فلم عن الأطفال و الحروب ما عم أفهم لمين عم نقدم هالافلام! !! ع أساس العالم غبي وما بيعرف مين خلق هالحروب شي مقزز. .. ,1.0,Verbal abuse
13398,اظن الشخصية القذافية عدوى انتقلت الى الجميع حتى الصهاينة,1.0,Racism
13399,نتا لي كتقرا فهاد التعليق سير بغيت الله انجحك فحياتك😍 وساهل عليك💪 ورزق الممتك جنة الفردوس 💖مادخل طأبونا عندي,1.0,not offensive
13400,أش هاد المحتوي تفو,1.0,Verbal abuse
13401,زبل في زبل وسختو الإعلام,1.0,Verbal abuse
13402,اللهم إني صائم .. خويا سعيد على وجه المتعة اللي تلقيتها منك في التسعينات وأنا طفل والله ما نقول شي حاجة اللي تخصر صيامي .. وكنثيق في ذكاءك بحيث أن ما قرأته الآن جد كافي ليصلك ما كنت أريد قوله .. تحياتي,1.0,not offensive
13403,على فرمة خنز,1.0,Verbal abuse
13404,الام من الهدرة ديال باينة فيها غير من هاديك بالرب تريكة كحلة,1.0,Verbal abuse
13405,كلام فاضي وجهة نظر شاذه تحقظ ولايقاس عليها لاتعليق,1.0,not offensive
13406,عرفتي علاش هبطتي باش تقرا لكمنترات حيت ربي بغاليك هاد الدعوة سير الله انجحك ويوفقك وبغيت لميمتك شي حجة 🤲🤲🕋🕋 ألا فرحتيني بإشتراك بغيت ربي يفرحك,1.0,not offensive
13407,هنيئاً لحكام السعوديه بشعبهم الجبان المخدوع. انصحكم تابعوا غانم الدوسري. أليس كذلك,1.0,Racism
13408,ديروا السينيال عفاكم باش يتمسح هذا الزمر من هنا راه دار لينا الشوهة,1.0,not offensive
13409,عن اي دين انت عماد  /فهل بنت انت ام ولد؟,1.0,not offensive
13410,"لا تزعل علي اخوانك في المتعة .
والنتيجة معروفة انت و والايرانين احبابك الي مزبلة التاريخ قريبا .
انتبه بس على نفسك . في اي برميل ستقع.",1.0,Verbal abuse
13411,اللهم. صلي. وسلم. على. الحبيب. المصطفى. هجمو عليا. الاخوة. الاحرار الله. يجيب  النقرة. فين اغبر. نحاسكم.,1.0,not offensive
13412,الدولة تدفع فواتير امريكا واسرائيل المفتوحه من السيسي الى العراق وسوريا والاردن ولبنان,1.0,not offensive
13413,انت سمك سردين مو قرش,1.0,Verbal abuse
13414,"لماذا لم يستنكر ""التعاون الاسلامي"" الدعم السعودي للانقلاب بمصر. وتكفير الاخوان والتنكيل بحماس ودعمها لارهاب في سوريا واليمن؟",1.0,religion_off
13415,ههههههههههههًً تناكت,1.0,not offensive
13416,سير الله ينزل عليك العفو ولا متعفيتي الله يعطك العداب علا هاد الحالة لي داير فراسك مزوق كتر من المروات كنين نسا مكعرفوش يتزوقو هاد تزواق دنيا مبقا فيها ميعجب,1.0,Verbal abuse
13417,سلميتنا أقوى من البتيخ. هكذا ينتهي أصحاب الغلو في السلمية.,1.0,not offensive
13418,ساريكول و بووعو  تفو كونت كنصحابها شي بوكوسة,1.0,Verbal abuse
13419,انتم اشبعوا اولا.ولاداعي لارسال مواد فاسده ومسمومه منتهيه الصلاحيه.,1.0,not offensive
13420,بسم الله الرحمن الرحيم... لايزال ضاحى خلفان حى لذلك فان وكسة الامارات لاتزال قوية,1.0,not offensive
13421,حلة الكعبة تكفي لإسكان آلاف المشردين و إطعام مئات الآلاف من الجوعى.التبذير لن يزيد من قدسية الأصنام,1.0,not offensive
13422,الله يعطيك الصبر اختي الله يهديها و توب عليها ياااربي 🤲🤲🤲🤲,1.0,not offensive
13423,علاك ... الكلب يعرف عند عوائه,1.0,Verbal abuse
13424,كروش الحرام مايولدوا غير العفن,1.0,Verbal abuse
13425,شو قال بانكي موون ياجزيره ههههههههه,1.0,not offensive
13426,سياسةعسكر مصر مع الشعب جووع كلبك يتبعك,1.0,Racism
13427,"ارنا مجتمعا على وجه الكرة الارضية خالي من العهر ؟..سيبقى العهر الى ان يرث الله الارض و من عليها.. العهر يوجد في اي بقعة في العالم وفي وسط سواء اسلامي او مسيحي او يهودي ولا اعرف لماذا اي اعلام خارجي يضخم من مسالة العهر في المغرب ؟فمابالكم انتم ؟بلا بلا بلا دائما طرح مواضيع دون اي هدف و اسئلة سخيفة لمن هذه الاسئلة المطروحة هل هي لمتلقي محلي ام اجنبي ماهذه السخافات اليس لديكم مهنة او حرفة غير هذه؟
لا اريد ان اذكر اسماء بعض الدول العربية لكن دولة قريبة منا  .لديهم اعلى معدل في التحرش بالاطفال و الاعتداء عليهم هذا في ما يخص فقط الحالات الملبغ عنها من طرف عائلاتهم وقد فضحت ذلك منظمة غير دولية ببلادهم و بعض العائلات اختاروا عدم التصريح وذلك راجع لعقدة المتجتمع و الفضيحة والخ و ايضا يوجد حي باكلمه تمارس  فيه اقدم مهنة في العالم ""الدعارة"" ناهيك عن ما يوجد بالمدن الاخرى و الاحياء لدرجة انهم حين خرج الناس لاطاحة برؤساهم هم خرجوا من اجل رحيل العاهرات التي تسكن بذلك الحي و ببيوت الكراء المخصصة لهذه المهنة ايضا ببلد بالمشرق يتزوج فيها المثليين وناهيك عن المؤتمر الذي عقد فيها مؤتمر مثليين و السحاق المتنشر ببعض الدول العربية في مدارسهم الخ لائحة طويلة خلاصة القول الاعلام ظلم المغرب كما نظلم انفسنا ..صحيح نحن المغاربة ""دمنا حار"" لكن ننسى شئ اسمه خصوصية وان المجتمعات لا يعرفون عنا سوى الاسم وننشر فضائحنا التي لا تقارن بدولهم حفظ الله المغرب و الامة من كل مكروه و نسال الله الهداية لنا و للجميع",1.0,not offensive
13428,السيسي يخاطب حكومته ويلي ويلي ويلي بص شوف ألمانيا تفعل إيه أطلقت أحمد منصور يا نهار أسود إلحقني يا دكتور راح علينا  الرز باطل,1.0,not offensive
13429,"الله يخلي ليكم الميمة العزيزة عليكم دخلو تابوناو ولا غا دربو دورة فالقناة .ههههه 
لي ماعجبوش التعليق بلا مايعدب راسو ويرد عليا 
وشكككككررررراااااا.",1.0,not offensive
13430,الله ياخد فيكم الحق فسدتو عقول واخلاق الناس قناة ديال الزبل,1.0,Verbal abuse
13431,هذا العفن ما بقاش فن العفو على لي تلفو,1.0,not offensive
13432,"من المستفيد من بوابة تفتح على عالم متخلف؟!!!!! 
من المستفيد من بوابة إبليس؟!!!!!!
الدعاء لله وحده أن يخلصنا من جميع بوابات العالم الثالث 
الثالث من الجنس الأول والثاني 
اللهم أمين",1.0,not offensive
13433,فى المقابل سيزود الروس الحوثي بصواريخ تدك الرياض,1.0,not offensive
13434,مافهمتش هده العيالات وخا انا وحدة منهم كلشي.تيعاودوه واش ماتتحشموش انا مع اختي نحشم تشوفني تنبدل حداها وربي شاهد علي عاد نصيفط تصاور بهذا الشكل لوستي سمحي راه بيت. نعاس عنده الحرمة ديالو والجسد ديالي عزيز علي ماشي شايط اه تقولي لي بيني وبين راجلي متافقة معاك وعلاش نصيفطهم لخته واش ماتتحشميش زعمة شوفيني وهاهما شافهم للعالم كامل نصيحة للعيلات راه فالدين حرام تخرجوا داكشي لي بينك وبين الزوج ديالك عطى الله فاش تعاودوا وضحكوا الله يهدي ما خلق,1.0,not offensive
13435,مواضيع تافهة مجتمع منافق بلد حقير,1.0,Verbal abuse
13436,تعاود لكرها حياتها هاديك و زيدون مكنعرفوهاش كنعرفو مها  ليكون موريتوهاش لينا منعرفوهاش واش بنتها باراكا علينا من الخبث راه عيقتو هدرو علي شي حلوة لي كتهم الشعب المقود لي عطا زكو  لهلا يفكو  السيدة عندها شي جنسية كندية ولا أروبية عايشة  حياتها دبر راسها راه كاينة لي كتعري  فالديور و فالزنقة العباية و الزيف و تخلف عليها  انا مكندافعش عليها مكنعرفهاش اول مرة نشوفها ولكن رسالة لشوف تي في اش غادي زيدنا الا غطات بزازلها  غادي تحلو مشاكلنا صحافة تالحلاوي,1.0,Verbal abuse
13437,واش واكل لحم الحلوف لاغيرة ولا الو سير ى الله يهدكم,1.0,Verbal abuse
13438,خرافات خليفيةلا تصدق إلا من قبل العقليات الداعشية عاشقة الدكتاتوريات الخليفية.,1.0,religion_off
13439,"تا هاديك كثرة البوسان هي لي تنشر اكش وان ان وان
الله احفظ الجميع",1.0,not offensive
13440,بصحتك السيسي,1.0,not offensive
13441,عندما يمسك بالقلم جاهل وبالسلطه ظالم وبالبندقيه مجرم وبالصحافة مكلخ حيناها يتحول الوطن الى غابة يصعب العيش فيه,1.0,not offensive
13442,هاذ الصكعة خدات اكبر صدمة في حياتها زاد دخلها الحبس,1.0,not offensive
13443,كيتشاركو بزاف ديال الحوايج كيتكالو بعضياتهم تفو على كيادر,1.0,Verbal abuse
13444,"العجب العجز يقارب ما أنفق على الشيشي
فسينفقونها ثم تكون عليهم خسرةً ثم يغلبون 
اللهم رد بأهلنا في السعودية إلى جادة الصواب وإلا فإن وعد الله أن يهزم الكافرين ومن ساندهم",1.0,not offensive
13445,ياربي هاد القضية طيح فيد شي قاضي عاض في بزولت مو ويوري لمك روتيني اليومي ديال بصح,1.0,Misogyny
13446,باينا فيه غضار ممقبولش ولد لحرام هوا لي خاصو لحبس ضحك على فامله على كدها وأنا عاضره البنت اي حاجه تيقو حيت باينا كانت كتبغيه,1.0,Verbal abuse
13447,اننا نعد الغرب بمسيرة طويلة لا تنتهي الا بتدمير اقتصاده جزاء وفاقا على تعجرفهم و سفاهتهم لمحاولاتهم الخبيثة انقاذ النصيري بشار من انيابنا و سيكونون ان شاء الله هم بين انيابنا,1.0,Racism
13448,الله يمسخهم حشمونا على الأقل هضروا مع بعضكم ستروا راسكم يا ربي السلامة عرش الله العظيم يهتز. منين جاوا لا تربية لا ثقافة غير الوسخ احنا دولة إسلامية لابد القصاص من هذه الأشكال,1.0,Verbal abuse
13449,"ومتى التزمتم بيثاق شرف مهني؟
الستم تكذبون الف مرة في اليوم وخاصة حول العدوان البربري على اليمن انتم فاقدين للمصداقية تماما لا مصداقية ولا مهنية لكم",1.0,Racism
