,text,label
549,علي العالم ان يءدب الدوله المجنونه ايران ويوقف قرصنتها لسفن العالم المياهه الدوليه ايران تمارس الان مامارسه هتلر زمانه عندما ازعج الدنيا واضر بالسلم العالمي علي امريكا حليفه العالم والعدل الدولي توقف مجاملتها وانبطاحها لهذا النظام المجرم المهدد للسلم العالمي,not racism
550,وفيه خولات مصريين كلهم عايمين عوم السعوديه وبيقولك ايران السبب في ايران اكتر دوله ماتلها ناس المصيبه دي التعريص السني الوسطي الجميل,not racism
551,لله وانا اليه راجعون اللهم ارحمهم ورزقهم الفردوس الاعلي الجنه اللهم احفظ مصر العروبه والناس الطيبه وكل رجالات مصر حكومه وشعب وساءر بلاد المسلمين المسلمين والناس الطيبه ورزق ابناء مصر واهلها حبه مصر والحرص عليها اللهم بكل خاءن قذر يريد الفتن المسلمين والناس الطيبه,not racism
552,الكضيه الطريقه او المثليه شعب منافق شعب كذاب يغير شعاره الان الي فلسطين مثلي او مثليه,Racism
553,تسجيل صوتي مسرب للص يوني عزمي بشاره يكشف دفاعه المستميت اس ر١ءيل ومشاركته التخطيط للاستيلاء الدول العربيه زمي بشاره فلسطيني حامل للجنسيه القطريه وعضو الك ني ست الاس ر١ءيلي النفس العنصري ضد ابناء عرب الجزيره,not racism
554,فلتتحمل اوروبا وزر قوانينها تشجع حريه العلاقات المثليه والشذوذ الجنسي ومن المهم تصدر المرض المجتمعات العربيه والاسلاميه,not racism
555,اقتلو القطط السمان والكلاب الضاله حتى تنجو مصر,not racism
556,جمال ريان تركيا سلمت نقش سلوان التاريخي الي اسراءيل ستقول المره ان اردوغان يفهم اللغه الكنعانيه او حتي العبريه ام ان ليس لديك عذر اخر تكلم صهريج النفاق المهترء,not racism
557,شعب يجمعه النفاق الكذب وتفرقه الكذب الحقيقه يقتاتون الكذب ويتقياون النفاق,Racism
558,خر الضحك ابن كوم شكاير المعرصين بيزعق للجمهور الجون لو مشوفتش ميسي رونالدو بيزعقوا لجماهير الارجنتين البرتغال شوفتش لاعب بيمن جماهير بلده بيزعق فيهم علشان كانوا ضده موقف معرص بدايه النهايه ان شاء الله خول نجريج ده لاعب ابن وسخه خنزير,not racism
559,نظام المخزن العميل والخ والملك المنبطح خاءن المءمنين الذين اذلوا الشعب المغربي الشقيق المغلوب امره فلسطين فلها رب يحميها,Racism
560,ياعني بغل يابن البغل تقولك تعا دوووج علي العسل سايل علي فمي ولا ترد تقولها علي مهلك علي دنا حيله ابوي وامي,not racism
561,كلاب بتس بتتربي الكلاب علي ايد ايديهم الكلاب دي هتطلع صالحه للمجتمع,not racism
562,اللهم اللهم شتت اللهم شمل اليهود وبدد قوتهم وفرق جمعهم اللهم ترفع رايه تحقق هدف,Racism
563,الجحيم في مجتمع الميم ليس كله سهلا,not racism
564,من قبايح التطور ان البنت القاصر اخذت مساحه اكبر وحريه التصرف والاختيار,not racism
565,اولاد الكلاب اكبر حساب خزان للتراث الجزاءري منازع اغلقوه المغاربه دليل كافي ان الجزاءر حق باغلاق حساب سياسي المغاربه يعملون بشتي الطرق بتر اي مساعي جزاءريه لتحسين وتحسين صوره الجزاءر يجب ايصال الحقاءق بالادله مايضربهم مقتل اعلنو حرب علينا يجب الرد هاذو الكلاب,Racism
566,يستطيع المدعو الله تعالى ان لا يكون ماديا,not racism
567,يعني انتي وهل اهبل اكتشفتي البارود ليش ؟ وين جيش بلبنان المحرر جيش لبناني هبله,not racism
568,المهم معاشك نازل في اخر الشهر لان اغلبيه العالم منافقه,not racism
569,ان ما شاء الله الله يقبرها عنجد,not racism
570,نشالله يا رب العالمين يقبرك هلق بكره,not racism
571,ان شاء ا ا الله كلنا منقبرك,not racism
572,ان ان شاء الله ما بسقطو زلاعيمك المسالك البوليه,not racism
573,مشكله ديما صادق بتفكر مثل تفكير الحشاشين انو العالم كله براس اذا فجر راسه يختفي العالم كله,not racism
574,وتوه ماعطينهم مليون عطاهم من الله سقم ولسه بكره بيرجعون لهم يردحون ويسبون عمر ماينعدل,not racism
575,الان دخلت صفحتك وعرفتت انك اللي مشغلهم نظام الحمارين كلاب اللي تنبح ضد السعوديه,not racism
576,والله ان مصر عصيه وعلي مليون زي مليون ابو تميم البغل ده,not racism
577,ادعي احرار مصر وشرفاءها الالتفات والالتفاف الكامل حول الدوله لانقاذ مصر وليس خيار اخر ان الانقلاب يستهدف الاحرارجميعا فهل يعي الاخوان الحقيقه فوات الاوان اني ناصح امين,not racism
578,اعدل الحكومات العالم السعوديه والحاقدون والحاسدون كانوا يخوضون كبر السن للخادم الحرمين الشريفين والان اتوا بابعاد تضم طيها الحقد والبغض ضد حكومه بلاد الحرمين الشريفين اللهم ايد خدام الحرمين الشريفين اللهم اللهم رد الماكرين والحاقدين مكرهم وحقدهم,not racism
579,هاي هاي والله شكو الهوسه ايران مصر وشكو يعني الخره اخو البول كله نكاسه,not racism
580,نرجو الجزيره عدم نشر اخبار الطفلين الكورتين صدعو رءسنا يوم تهديد وعيد شيء يحدث وهم يتصرفون اليوم كدول يوم براي وافعال مال مزعطه,not racism
581,حساب قطري قذر جدا كله كذب في حرب العرب لاغراض خبيثه,not racism
582,تعليقات اتباع الامام الخوميني والنصيري والسذج تثير الشفقه فتكاد كلماتهم تنطق الغيظ والحقد والحسد اذن اشبال الخلافه يغيظون كل اهل النفاق والعماله اذن فلتموتوا بغيظكم عبيد الطغاه,Racism
583,سنودن عباره شخص لقيط رخيص رخيص وضيع كافر كاذب نعتب لماذ فضاءيه غير مشهوره ومتابعه ملايين الناس وتدعي الموضوعيه تنشر,not racism
584,هييه انت الا اليوم علمت ان ايران مدعومه اليهوذ وليس الا الماسونيه اسراءليون يهوذ لبسوا لهم عباءه اسلاميه وارسلوهم باريز بدعوي انها ثوره اسلاميه واهل البيت,not racism
585,ايران التى اصبحت تحتل الشعوب الجبانه العرب,Racism
586,كطيح البقره كيكتروا الجناوه شعب منافق كنشوف شي نساء كيكتبوا عليها شي اشياء كي وكيلموها كانهم اولياء الله وكلهم شريفات عفيفات حافظات لفروجهن لا يخافون الله سير الله يغبر لكوم الشقف قالك الجمل كيشوف حدبت اخر مكيشوفش حدبتو,Racism
587,طظ في امريكا في الراي الامريكي عندهم تطهير عرقي وقتل السود بدون ذنب طهروا انفسكم ان تطالبوا الدول بالتطهير,Racism
588,اولاد كازا مكيع فوش يهضرو كلهماسلوبهم خرب عيان خصوصا اللغه العربيه والرياضيات والعياقه تشويكه والامه,Racism
589,ومنذمتيرفعت ايران هذا السلاح النووي بوجه امريكاااو حتيلها االقدره,not racism
590,اجرام اجرام ملالي ايران ايران عملاءهم الله ان الشعوب العربيه تهدا تقتص ايران عملاءها قطره قطرة دم عربيه طاهره سفكها اكبر مجرمي العالم,not racism
591,سابقه جلبت العار تحدث بالتاريخ العربي العربي الحديث القديم التاريخ ان يشاهد الناس حاكم عربي يظهر عاريا ولد موزه ولانعلم سنمحي الحادثه تاريخ الحكام العرب سطرو الامجاد لانلوم مصر وهذا موقف عربي حر ان يمانع وجود,not racism
592,ياقناه الجزيره الخنزيره احيطكم علما بان هجمات حفتر ستستمر حتي ينهي علي عناصر الاخوان علي شاكلتهم موتوا بغيظكم ياقناه الخنزيره العميله الماجوره وطبعا انتم تموتوا الرعب والحزن علي عناصر الاخوان الخرفان مرتزقه وسائل الاعلام مش انتم دا معاكم تن,not racism
593,زيدوها بنت محمد سعيد عويطه ولا حول قوه بالله,not racism
594,اتمني منكم ان يحمل القتلي الي احد البارجات الايرانيه ليدفنوا قم فارض العرب تلفظ جيف العبيد والخونه,Racism
595,خبيث يتحدث حقوق الانسان الا اذا اعترفت فرنسا بجراءم الحرب الجزاءر خلال 132سنه تعذيب النساء الاطفال بعدها تشدق بحقوق الانسان في زوج الصهيونيه,Racism
596,امحاربه القبور ازالتها لا تكفير لمن يشركون بالله تعالي يشركون الاولياء الله عظمته علاجه اهذا خطا,not racism
597,اذا عربت خربت اينما حل الاعراب خرب اينما حل الحراب,Racism
598,عواقب عدم نصره الظالمين على الانقلابيين مصر,not racism
599,العدوان اليمن وهكذا سيصير اولادكم سعوديون ان ينفعكم العملاء الصهاينهالمنصبين على حكمكم بالامريكان تحسبون انفسهم انكم اقوياء وانتم اهون بيت العنكبوت,Racism
600,علاقه ايران اسراءيل وليس الا بروسيا فلتاكل الطحين شعوب العملاء العرب وبما انها تتغدي يوم بينما اارضهم اغني الارض,Racism
601,حقيقه : : السعوديه وامريكا واوروبا الغربيه سبب التدهور لاضعاف الروس والسبب الروس للقرم,not racism
602,يدافع المحللون العرب المختصون ايران الدوله الخرافيه دوله مكابره يكفيها ذلا الدجال الذي سيخرج ارضها,not racism
603,السنه يقتلون ايديا ايران العراق وسوريا تستدعي السعوديه سفير ايران شيعه ايران سعوديي الجنسيه قتلوا ايران قدمت طلب التحقيق,not racism
604,اللهم ان امريكا طغت البلاد اكثرت من الفساد فيها فصب عليها سوط عذاب انك لبالمرصاد,not racism
605,الهم ارحمهم واكتبهم الشهداء اللهم دماءهم اجعلها حجه علي ملك السعوديه وشعبها وعلي المسءلين عن موسم الحج يجب ان يحاكمو جميعا رداءه الاداء كالمعتاد لماذالاتعطي مهمه التنظيم للامركان او اليابانيين,not racism
606,القاضي ورءيسه مزبله التاريخ وتحت اقدام المصريين قريبا باذن الله الاحرار الشرفاء يحاكمون فهم من يقدمون ارواحهم وحرياتهم عن طيب خاطر طريق تحرر شعب مصر اسوا اعداءه الخونه الحقيقيين,not racism
607,زاعما انتوما كتفرقو لحلال والحرام الله ينعل الي ميحشم واقسم بالله وخا منعرف فاش تبعيو وتشريو تخلطو لحرام واحلال اخر ايامكم وانتم في دار العجزه والفقر والتشرد والايام بيننا,Racism
608,جاءزه نوبل للخراب والخراب والتدمير البردعي دمر العراق وسوريا وكان عاوز يدمر مصر توكل شكمان دمرت اليمن,not racism
609,الجزيره اداه الدعاره العالم كله بمافيهم حلفاء امريكا علي احر الجمر انتظار يقوله بوتين ام قرود الجزيره السحاب فيسبون عكس هذا التيار ويساهمون مزيد التضليل الاعلامي قحابزلازاكثر اقل,not racism
610,يمكن للمواطن المصري دخول السعوديه لاداء مناسك فريضه الحج او العمره او تصريح العمل بدون تاشيره دخول مسبقه نظام الكفيل الاستعبادي المذل المهين بينما يمكنه زياره ايران بدون تاشيره دخول,Racism
611,ان الله غفور رحيم كلنا المغاربة عندنا عيوبنا داك واحد الشماته اللي صور الفيديو سير الله يفضحك دنيا واخيره,not racism
612,اساسا انتم تدرون كيف ان سلاطين اراضيكم الجاهليه ماضغطونا اظنت والله اعلم ان كلمه ساضغط مشتقه ضغط الجزيره مرتفع وظهرت بسببه الكلمه,Racism
613,مخلفات الدوله العبيديه في مصر لا تغني الصيام والعباده جزء الشعاءر,Racism
614,سير ولدي لطبيب لحماق راه مابقي مايعجب لهبار وليتو تصوروهم لا حول قوه الا بالله,not racism
